"","country","degree","sex","age","year","earn.month","flags"
"5363","Estonia","Tertiary education","T","25-34 years",2017,128.51491,""
"5364","Estonia","Tertiary education","F","25-34 years",2017,162.7355,""
"5365","Estonia","Tertiary education","M","25-34 years",2017,136.17255,""
"5366","Estonia","Bachelor’s or equivalent education","T","25-34 years",2017,120.90267,""
"5367","Estonia","Bachelor’s or equivalent education","F","25-34 years",2017,146.73201,""
"5368","Estonia","Bachelor’s or equivalent education","M","25-34 years",2017,132.4028,""
"5369","Estonia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,128.70631,""
"5370","Estonia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,163.01561,""
"5371","Estonia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,136.25064,""
"5372","Estonia","Master’s, Doctoral or equivalent education","T","25-34 years",2017,140.77943,""
"5373","Estonia","Master’s, Doctoral or equivalent education","F","25-34 years",2017,188.35829,""
"5374","Estonia","Master’s, Doctoral or equivalent education","M","25-34 years",2017,142.15323,""
"5375","Estonia","Tertiary education","T","25-34 years",2017,125.79846,""
"5376","Estonia","Tertiary education","F","25-34 years",2017,158.24837,""
"5377","Estonia","Tertiary education","M","25-34 years",2017,136.24306,""
"5378","Estonia","Bachelor’s or equivalent education","T","25-34 years",2017,118.34712,""
"5379","Estonia","Bachelor’s or equivalent education","F","25-34 years",2017,142.68614,""
"5380","Estonia","Bachelor’s or equivalent education","M","25-34 years",2017,132.47137,""
"5381","Estonia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,125.98582,""
"5382","Estonia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,158.52075,""
"5383","Estonia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,136.32121,""
"5384","Estonia","Master’s, Doctoral or equivalent education","T","25-34 years",2017,137.80374,""
"5385","Estonia","Master’s, Doctoral or equivalent education","F","25-34 years",2017,183.16464,""
"5386","Estonia","Master’s, Doctoral or equivalent education","M","25-34 years",2017,142.22684,""
"5387","Israel","Tertiary education","T","25-34 years",2017,139.60484,""
"5388","Israel","Tertiary education","F","25-34 years",2017,154.19144,""
"5389","Israel","Tertiary education","M","25-34 years",2017,143.83955,""
"5390","Israel","Bachelor’s or equivalent education","T","25-34 years",2017,142.70982,""
"5391","Israel","Bachelor’s or equivalent education","F","25-34 years",2017,153.85338,""
"5392","Israel","Bachelor’s or equivalent education","M","25-34 years",2017,152.39696,""
"5393","Israel","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,148.1689,""
"5394","Israel","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,163.85612,""
"5395","Israel","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,155.2173,""
"5396","Israel","Master’s, Doctoral or equivalent education","F","25-34 years",2017,200.1599,""
"5397","Israel","Master’s, Doctoral or equivalent education","M","25-34 years",2017,166.7491,""
"5398","Israel","Tertiary education","T","25-34 years",2017,139.60484,""
"5399","Israel","Tertiary education","F","25-34 years",2017,154.19144,""
"5400","Israel","Tertiary education","M","25-34 years",2017,143.83955,""
"5401","Israel","Bachelor’s or equivalent education","T","25-34 years",2017,142.70982,""
"5402","Israel","Bachelor’s or equivalent education","F","25-34 years",2017,153.85338,""
"5403","Israel","Bachelor’s or equivalent education","M","25-34 years",2017,152.39696,""
"5404","Israel","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,148.1689,""
"5405","Israel","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,163.85612,""
"5406","Israel","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,155.2173,""
"5407","Israel","Master’s, Doctoral or equivalent education","F","25-34 years",2017,200.1599,""
"5408","Israel","Master’s, Doctoral or equivalent education","M","25-34 years",2017,166.7491,""
"5409","Israel","Tertiary education","T","25-34 years",2017,139.60484,""
"5410","Israel","Tertiary education","F","25-34 years",2017,154.19144,""
"5411","Israel","Tertiary education","M","25-34 years",2017,143.83955,""
"5412","Israel","Bachelor’s or equivalent education","T","25-34 years",2017,142.70982,""
"5413","Israel","Bachelor’s or equivalent education","F","25-34 years",2017,153.85338,""
"5414","Israel","Bachelor’s or equivalent education","M","25-34 years",2017,152.39696,""
"5415","Israel","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,148.1689,""
"5416","Israel","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,163.85612,""
"5417","Israel","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,155.2173,""
"5418","Israel","Master’s, Doctoral or equivalent education","F","25-34 years",2017,200.1599,""
"5419","Israel","Master’s, Doctoral or equivalent education","M","25-34 years",2017,166.7491,""
"5420","Israel","Tertiary education","T","25-34 years",2017,136.55838,""
"5421","Israel","Tertiary education","F","25-34 years",2017,148.19196,""
"5422","Israel","Tertiary education","M","25-34 years",2017,140.72006,""
"5423","Israel","Bachelor’s or equivalent education","T","25-34 years",2017,139.51199,""
"5424","Israel","Bachelor’s or equivalent education","F","25-34 years",2017,146.55565,""
"5425","Israel","Bachelor’s or equivalent education","M","25-34 years",2017,149.90015,""
"5426","Israel","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,144.74017,""
"5427","Israel","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,156.77235,""
"5428","Israel","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,151.7343,""
"5429","Israel","Master’s, Doctoral or equivalent education","T","25-34 years",2017,164.32184,""
"5430","Israel","Master’s, Doctoral or equivalent education","F","25-34 years",2017,194.74776,""
"5431","Israel","Master’s, Doctoral or equivalent education","M","25-34 years",2017,158.66483,""
"5432","Israel","Tertiary education","T","25-34 years",2017,136.55838,""
"5433","Israel","Tertiary education","F","25-34 years",2017,148.19196,""
"5434","Israel","Tertiary education","M","25-34 years",2017,140.72006,""
"5435","Israel","Bachelor’s or equivalent education","T","25-34 years",2017,139.51199,""
"5436","Israel","Bachelor’s or equivalent education","F","25-34 years",2017,146.55565,""
"5437","Israel","Bachelor’s or equivalent education","M","25-34 years",2017,149.90015,""
"5438","Israel","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,144.74017,""
"5439","Israel","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,156.77235,""
"5440","Israel","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,151.7343,""
"5441","Israel","Master’s, Doctoral or equivalent education","T","25-34 years",2017,164.32184,""
"5442","Israel","Master’s, Doctoral or equivalent education","F","25-34 years",2017,194.74776,""
"5443","Israel","Master’s, Doctoral or equivalent education","M","25-34 years",2017,158.66483,""
"5444","Israel","Tertiary education","T","25-34 years",2017,136.55838,""
"5445","Israel","Tertiary education","F","25-34 years",2017,148.19196,""
"5446","Israel","Tertiary education","M","25-34 years",2017,140.72006,""
"5447","Israel","Bachelor’s or equivalent education","T","25-34 years",2017,139.51199,""
"5448","Israel","Bachelor’s or equivalent education","F","25-34 years",2017,146.55565,""
"5449","Israel","Bachelor’s or equivalent education","M","25-34 years",2017,149.90015,""
"5450","Israel","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,144.74017,""
"5451","Israel","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,156.77235,""
"5452","Israel","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,151.7343,""
"5453","Israel","Master’s, Doctoral or equivalent education","T","25-34 years",2017,164.32184,""
"5454","Israel","Master’s, Doctoral or equivalent education","F","25-34 years",2017,194.74776,""
"5455","Israel","Master’s, Doctoral or equivalent education","M","25-34 years",2017,158.66483,""
"5456","Israel","Tertiary education","T","25-34 years",2017,158.92863,""
"5457","Israel","Tertiary education","F","25-34 years",2017,178.13359,""
"5458","Israel","Tertiary education","M","25-34 years",2017,166.78354,""
"5459","Israel","Bachelor’s or equivalent education","T","25-34 years",2017,164.5946,""
"5460","Israel","Bachelor’s or equivalent education","F","25-34 years",2017,180.86508,""
"5461","Israel","Bachelor’s or equivalent education","M","25-34 years",2017,178.76682,""
"5462","Israel","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,170.15108,""
"5463","Israel","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,193.20163,""
"5464","Israel","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,179.51236,""
"5465","Israel","Master’s, Doctoral or equivalent education","T","25-34 years",2017,190.88232,""
"5466","Israel","Master’s, Doctoral or equivalent education","F","25-34 years",2017,238.60416,""
"5467","Israel","Master’s, Doctoral or equivalent education","M","25-34 years",2017,182.3542,""
"5468","Israel","Tertiary education","T","25-34 years",2017,158.92863,""
"5469","Israel","Tertiary education","F","25-34 years",2017,178.13359,""
"5470","Israel","Tertiary education","M","25-34 years",2017,166.78354,""
"5471","Israel","Bachelor’s or equivalent education","T","25-34 years",2017,164.5946,""
"5472","Israel","Bachelor’s or equivalent education","F","25-34 years",2017,180.86508,""
"5473","Israel","Bachelor’s or equivalent education","M","25-34 years",2017,178.76682,""
"5474","Israel","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,170.15108,""
"5475","Israel","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,193.20163,""
"5476","Israel","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,179.51236,""
"5477","Israel","Master’s, Doctoral or equivalent education","T","25-34 years",2017,190.88232,""
"5478","Israel","Master’s, Doctoral or equivalent education","F","25-34 years",2017,238.60416,""
"5479","Israel","Master’s, Doctoral or equivalent education","M","25-34 years",2017,182.3542,""
"5480","Israel","Tertiary education","T","25-34 years",2017,158.92863,""
"5481","Israel","Tertiary education","F","25-34 years",2017,178.13359,""
"5482","Israel","Tertiary education","M","25-34 years",2017,166.78354,""
"5483","Israel","Bachelor’s or equivalent education","T","25-34 years",2017,164.5946,""
"5484","Israel","Bachelor’s or equivalent education","F","25-34 years",2017,180.86508,""
"5485","Israel","Bachelor’s or equivalent education","M","25-34 years",2017,178.76682,""
"5486","Israel","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,170.15108,""
"5487","Israel","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,193.20163,""
"5488","Israel","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,179.51236,""
"5489","Israel","Master’s, Doctoral or equivalent education","T","25-34 years",2017,190.88232,""
"5490","Israel","Master’s, Doctoral or equivalent education","F","25-34 years",2017,238.60416,""
"5491","Israel","Master’s, Doctoral or equivalent education","M","25-34 years",2017,182.3542,""
"5492","Latvia","Tertiary education","T","25-34 years",2017,125.90491,""
"5493","Latvia","Tertiary education","F","25-34 years",2017,146.61182,""
"5494","Latvia","Tertiary education","M","25-34 years",2017,127.38575,""
"5495","Latvia","Bachelor’s or equivalent education","T","25-34 years",2017,122.66347,""
"5496","Latvia","Bachelor’s or equivalent education","F","25-34 years",2017,141.68817,""
"5497","Latvia","Bachelor’s or equivalent education","M","25-34 years",2017,124.87115,""
"5498","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,128.70415,""
"5499","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,149.50922,""
"5500","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,131.56229,""
"5501","Latvia","Master’s, Doctoral or equivalent education","F","25-34 years",2017,163.31078,""
"5502","Latvia","Master’s, Doctoral or equivalent education","M","25-34 years",2017,146.91035,""
"5503","Latvia","Tertiary education","T","25-34 years",2017,126.57917,""
"5504","Latvia","Tertiary education","F","25-34 years",2017,147.41025,""
"5505","Latvia","Tertiary education","M","25-34 years",2017,128.44595,""
"5506","Latvia","Bachelor’s or equivalent education","T","25-34 years",2017,123.32037,""
"5507","Latvia","Bachelor’s or equivalent education","F","25-34 years",2017,142.45979,""
"5508","Latvia","Bachelor’s or equivalent education","M","25-34 years",2017,125.91043,""
"5509","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,129.3934,""
"5510","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,150.32343,""
"5511","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,132.65726,""
"5512","Latvia","Master’s, Doctoral or equivalent education","F","25-34 years",2017,164.20015,""
"5513","Latvia","Master’s, Doctoral or equivalent education","M","25-34 years",2017,148.13304,""
"5514","Latvia","Tertiary education","T","25-34 years",2017,125.90491,""
"5515","Latvia","Tertiary education","F","25-34 years",2017,146.61182,""
"5516","Latvia","Tertiary education","M","25-34 years",2017,127.38575,""
"5517","Latvia","Bachelor’s or equivalent education","T","25-34 years",2017,122.66347,""
"5518","Latvia","Bachelor’s or equivalent education","F","25-34 years",2017,141.68817,""
"5519","Latvia","Bachelor’s or equivalent education","M","25-34 years",2017,124.87115,""
"5520","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,128.70415,""
"5521","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,149.50922,""
"5522","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,131.56229,""
"5523","Latvia","Master’s, Doctoral or equivalent education","F","25-34 years",2017,163.31078,""
"5524","Latvia","Master’s, Doctoral or equivalent education","M","25-34 years",2017,146.91035,""
"5525","Latvia","Tertiary education","T","25-34 years",2017,125.74148,""
"5526","Latvia","Tertiary education","F","25-34 years",2017,145.41415,""
"5527","Latvia","Tertiary education","M","25-34 years",2017,126.95477,""
"5528","Latvia","Bachelor’s or equivalent education","T","25-34 years",2017,122.03123,""
"5529","Latvia","Bachelor’s or equivalent education","F","25-34 years",2017,140.25797,""
"5530","Latvia","Bachelor’s or equivalent education","M","25-34 years",2017,123.78573,""
"5531","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,128.55063,""
"5532","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,148.16919,""
"5533","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,131.22701,""
"5534","Latvia","Master’s, Doctoral or equivalent education","T","25-34 years",2017,141.44753,""
"5535","Latvia","Master’s, Doctoral or equivalent education","F","25-34 years",2017,162.38875,""
"5536","Latvia","Master’s, Doctoral or equivalent education","M","25-34 years",2017,148.42725,""
"5537","Latvia","Tertiary education","T","25-34 years",2017,126.43601,""
"5538","Latvia","Tertiary education","F","25-34 years",2017,146.31296,""
"5539","Latvia","Tertiary education","M","25-34 years",2017,127.94662,""
"5540","Latvia","Bachelor’s or equivalent education","T","25-34 years",2017,122.70527,""
"5541","Latvia","Bachelor’s or equivalent education","F","25-34 years",2017,141.12491,""
"5542","Latvia","Bachelor’s or equivalent education","M","25-34 years",2017,124.75283,""
"5543","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,129.26068,""
"5544","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,149.08504,""
"5545","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,132.25224,""
"5546","Latvia","Master’s, Doctoral or equivalent education","T","25-34 years",2017,142.22881,""
"5547","Latvia","Master’s, Doctoral or equivalent education","F","25-34 years",2017,163.39249,""
"5548","Latvia","Master’s, Doctoral or equivalent education","M","25-34 years",2017,149.58687,""
"5549","Latvia","Tertiary education","T","25-34 years",2017,125.74148,""
"5550","Latvia","Tertiary education","F","25-34 years",2017,145.41415,""
"5551","Latvia","Tertiary education","M","25-34 years",2017,126.95477,""
"5552","Latvia","Bachelor’s or equivalent education","T","25-34 years",2017,122.03123,""
"5553","Latvia","Bachelor’s or equivalent education","F","25-34 years",2017,140.25797,""
"5554","Latvia","Bachelor’s or equivalent education","M","25-34 years",2017,123.78573,""
"5555","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,128.55063,""
"5556","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,148.16919,""
"5557","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,131.22701,""
"5558","Latvia","Master’s, Doctoral or equivalent education","T","25-34 years",2017,141.44753,""
"5559","Latvia","Master’s, Doctoral or equivalent education","F","25-34 years",2017,162.38875,""
"5560","Latvia","Master’s, Doctoral or equivalent education","M","25-34 years",2017,148.42725,""
"5561","Latvia","Tertiary education","T","25-34 years",2017,138.46692,""
"5562","Latvia","Tertiary education","F","25-34 years",2017,174.58305,""
"5563","Latvia","Tertiary education","M","25-34 years",2017,138.56963,""
"5564","Latvia","Bachelor’s or equivalent education","T","25-34 years",2017,133.01306,""
"5565","Latvia","Bachelor’s or equivalent education","F","25-34 years",2017,166.0596,""
"5566","Latvia","Bachelor’s or equivalent education","M","25-34 years",2017,134.0791,""
"5567","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,143.66896,""
"5568","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,182.49706,""
"5569","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,143.28297,""
"5570","Latvia","Master’s, Doctoral or equivalent education","T","25-34 years",2017,166.29756,""
"5571","Latvia","Master’s, Doctoral or equivalent education","F","25-34 years",2017,215.0943,""
"5572","Latvia","Master’s, Doctoral or equivalent education","M","25-34 years",2017,165.42249,""
"5573","Latvia","Tertiary education","T","25-34 years",2017,138.85606,""
"5574","Latvia","Tertiary education","F","25-34 years",2017,177.82495,""
"5575","Latvia","Tertiary education","M","25-34 years",2017,138.20517,""
"5576","Latvia","Bachelor’s or equivalent education","T","25-34 years",2017,133.38689,""
"5577","Latvia","Bachelor’s or equivalent education","F","25-34 years",2017,169.14323,""
"5578","Latvia","Bachelor’s or equivalent education","M","25-34 years",2017,133.72646,""
"5579","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,144.07274,""
"5580","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,185.88593,""
"5581","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,142.90613,""
"5582","Latvia","Master’s, Doctoral or equivalent education","T","25-34 years",2017,166.76492,""
"5583","Latvia","Master’s, Doctoral or equivalent education","F","25-34 years",2017,219.08849,""
"5584","Latvia","Master’s, Doctoral or equivalent education","M","25-34 years",2017,164.98741,""
"5585","Latvia","Tertiary education","T","25-34 years",2017,138.46692,""
"5586","Latvia","Tertiary education","F","25-34 years",2017,174.58305,""
"5587","Latvia","Tertiary education","M","25-34 years",2017,138.56963,""
"5588","Latvia","Bachelor’s or equivalent education","T","25-34 years",2017,133.01306,""
"5589","Latvia","Bachelor’s or equivalent education","F","25-34 years",2017,166.0596,""
"5590","Latvia","Bachelor’s or equivalent education","M","25-34 years",2017,134.0791,""
"5591","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,143.66896,""
"5592","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,182.49706,""
"5593","Latvia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,143.28297,""
"5594","Latvia","Master’s, Doctoral or equivalent education","T","25-34 years",2017,166.29756,""
"5595","Latvia","Master’s, Doctoral or equivalent education","F","25-34 years",2017,215.0943,""
"5596","Latvia","Master’s, Doctoral or equivalent education","M","25-34 years",2017,165.42249,""
"5597","Lithuania","Tertiary education","T","25-34 years",2014,163.24812,""
"5598","Lithuania","Tertiary education","F","25-34 years",2014,177.22551,""
"5599","Lithuania","Tertiary education","M","25-34 years",2014,169.79385,""
"5600","Lithuania","Bachelor’s or equivalent education","T","25-34 years",2014,153.92973,""
"5601","Lithuania","Bachelor’s or equivalent education","F","25-34 years",2014,161.69022,""
"5602","Lithuania","Bachelor’s or equivalent education","M","25-34 years",2014,162.04793,""
"5603","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2014,163.24812,""
"5604","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2014,177.22551,""
"5605","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2014,169.79385,""
"5606","Lithuania","Master’s, Doctoral or equivalent education","F","25-34 years",2014,211.00282,""
"5607","Lithuania","Master’s, Doctoral or equivalent education","M","25-34 years",2014,195.22052,""
"5608","Lithuania","Tertiary education","T","25-34 years",2014,162.26656,""
"5609","Lithuania","Tertiary education","F","25-34 years",2014,176.01833,""
"5610","Lithuania","Tertiary education","M","25-34 years",2014,169.13222,""
"5611","Lithuania","Bachelor’s or equivalent education","T","25-34 years",2014,153.0042,""
"5612","Lithuania","Bachelor’s or equivalent education","F","25-34 years",2014,160.58884,""
"5613","Lithuania","Bachelor’s or equivalent education","M","25-34 years",2014,161.41647,""
"5614","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2014,162.26656,""
"5615","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2014,176.01833,""
"5616","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2014,169.13222,""
"5617","Lithuania","Master’s, Doctoral or equivalent education","F","25-34 years",2014,209.56555,""
"5618","Lithuania","Master’s, Doctoral or equivalent education","M","25-34 years",2014,194.45978,""
"5619","Lithuania","Tertiary education","T","25-34 years",2014,163.24812,""
"5620","Lithuania","Tertiary education","F","25-34 years",2014,177.22551,""
"5621","Lithuania","Tertiary education","M","25-34 years",2014,169.79385,""
"5622","Lithuania","Bachelor’s or equivalent education","T","25-34 years",2014,153.92973,""
"5623","Lithuania","Bachelor’s or equivalent education","F","25-34 years",2014,161.69022,""
"5624","Lithuania","Bachelor’s or equivalent education","M","25-34 years",2014,162.04793,""
"5625","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2014,163.24812,""
"5626","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2014,177.22551,""
"5627","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2014,169.79385,""
"5628","Lithuania","Master’s, Doctoral or equivalent education","F","25-34 years",2014,211.00282,""
"5629","Lithuania","Master’s, Doctoral or equivalent education","M","25-34 years",2014,195.22052,""
"5630","Lithuania","Tertiary education","T","25-34 years",2014,158.16731,""
"5631","Lithuania","Tertiary education","F","25-34 years",2014,171.00125,""
"5632","Lithuania","Tertiary education","M","25-34 years",2014,163.21527,""
"5633","Lithuania","Bachelor’s or equivalent education","T","25-34 years",2014,146.52588,""
"5634","Lithuania","Bachelor’s or equivalent education","F","25-34 years",2014,151.29123,""
"5635","Lithuania","Bachelor’s or equivalent education","M","25-34 years",2014,154.69586,""
"5636","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2014,158.16731,""
"5637","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2014,171.00125,""
"5638","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2014,163.21527,""
"5639","Lithuania","Master’s, Doctoral or equivalent education","T","25-34 years",2014,191.0751,""
"5640","Lithuania","Master’s, Doctoral or equivalent education","F","25-34 years",2014,218.01306,""
"5641","Lithuania","Master’s, Doctoral or equivalent education","M","25-34 years",2014,192.39946,""
"5642","Lithuania","Tertiary education","T","25-34 years",2014,157.31818,""
"5643","Lithuania","Tertiary education","F","25-34 years",2014,166.50552,""
"5644","Lithuania","Tertiary education","M","25-34 years",2014,164.41429,""
"5645","Lithuania","Bachelor’s or equivalent education","T","25-34 years",2014,145.73924,""
"5646","Lithuania","Bachelor’s or equivalent education","F","25-34 years",2014,147.31367,""
"5647","Lithuania","Bachelor’s or equivalent education","M","25-34 years",2014,155.83229,""
"5648","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2014,157.31818,""
"5649","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2014,166.50552,""
"5650","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2014,164.41429,""
"5651","Lithuania","Master’s, Doctoral or equivalent education","T","25-34 years",2014,190.0493,""
"5652","Lithuania","Master’s, Doctoral or equivalent education","F","25-34 years",2014,212.28136,""
"5653","Lithuania","Master’s, Doctoral or equivalent education","M","25-34 years",2014,193.81288,""
"5654","Lithuania","Tertiary education","T","25-34 years",2014,158.16731,""
"5655","Lithuania","Tertiary education","F","25-34 years",2014,171.00125,""
"5656","Lithuania","Tertiary education","M","25-34 years",2014,163.21527,""
"5657","Lithuania","Bachelor’s or equivalent education","T","25-34 years",2014,146.52588,""
"5658","Lithuania","Bachelor’s or equivalent education","F","25-34 years",2014,151.29123,""
"5659","Lithuania","Bachelor’s or equivalent education","M","25-34 years",2014,154.69586,""
"5660","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2014,158.16731,""
"5661","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2014,171.00125,""
"5662","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2014,163.21527,""
"5663","Lithuania","Master’s, Doctoral or equivalent education","T","25-34 years",2014,191.0751,""
"5664","Lithuania","Master’s, Doctoral or equivalent education","F","25-34 years",2014,218.01306,""
"5665","Lithuania","Master’s, Doctoral or equivalent education","M","25-34 years",2014,192.39946,""
"5666","Lithuania","Tertiary education","T","25-34 years",2014,NA,"Missing data"
"5667","Lithuania","Tertiary education","F","25-34 years",2014,NA,"Missing data"
"5668","Lithuania","Tertiary education","M","25-34 years",2014,NA,"Missing data"
"5669","Lithuania","Bachelor’s or equivalent education","T","25-34 years",2014,NA,"Missing data"
"5670","Lithuania","Bachelor’s or equivalent education","F","25-34 years",2014,NA,"Missing data"
"5671","Lithuania","Bachelor’s or equivalent education","M","25-34 years",2014,NA,"Missing data"
"5672","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2014,NA,"Missing data"
"5673","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2014,NA,"Missing data"
"5674","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2014,NA,"Missing data"
"5675","Lithuania","Master’s, Doctoral or equivalent education","T","25-34 years",2014,NA,"Missing data"
"5676","Lithuania","Master’s, Doctoral or equivalent education","F","25-34 years",2014,NA,"Missing data"
"5677","Lithuania","Master’s, Doctoral or equivalent education","M","25-34 years",2014,NA,"Missing data"
"5678","Lithuania","Tertiary education","T","25-34 years",2014,NA,"Missing data"
"5679","Lithuania","Tertiary education","F","25-34 years",2014,NA,"Missing data"
"5680","Lithuania","Tertiary education","M","25-34 years",2014,NA,"Missing data"
"5681","Lithuania","Bachelor’s or equivalent education","T","25-34 years",2014,NA,"Missing data"
"5682","Lithuania","Bachelor’s or equivalent education","F","25-34 years",2014,NA,"Missing data"
"5683","Lithuania","Bachelor’s or equivalent education","M","25-34 years",2014,NA,"Missing data"
"5684","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2014,NA,"Missing data"
"5685","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2014,NA,"Missing data"
"5686","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2014,NA,"Missing data"
"5687","Lithuania","Master’s, Doctoral or equivalent education","T","25-34 years",2014,NA,"Missing data"
"5688","Lithuania","Master’s, Doctoral or equivalent education","F","25-34 years",2014,NA,"Missing data"
"5689","Lithuania","Master’s, Doctoral or equivalent education","M","25-34 years",2014,NA,"Missing data"
